Date,Description,Check#,Category,Currency,Amount,Balance
2023-05-28T07:00:00.000Z,The Prohibition Speakeasy,,,,-2403,
2023-05-29T07:00:00.000Z,The Carousel Toy Shop,,,,-828,
2023-05-29T07:00:00.000Z,Fable Finds,,,,-99,
2023-05-29T07:00:00.000Z,Arcane Alchemy,,,,-1690,
2023-05-29T07:00:00.000Z,Elven Emporium,,,,-2831,
2023-05-30T07:00:00.000Z,Retro Soda Fountain,,,,-509,
2023-05-30T07:00:00.000Z,Fable Finds,,,,-2325,
2023-05-30T07:00:00.000Z,Vintage Perfumery,,,,-545,
2023-05-30T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-34055,
2023-05-31T07:00:00.000Z,Belle Époque Boutique,,,,7024,
2023-05-31T07:00:00.000Z,Elven Emporium,,,,-2153,
2023-05-31T07:00:00.000Z,Mermaid Market,,,,-509,
2023-05-31T07:00:00.000Z,Lampshade & Lace Antiques,,,,133132,
2023-05-31T07:00:00.000Z,Enchanted Emporium,,,,-104,
2023-05-31T07:00:00.000Z,Mystic Market,,,,4326,
2023-06-01T07:00:00.000Z,Timeless Treasures,,,,-509,
2023-06-01T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-2744,
2023-06-01T07:00:00.000Z,The Gramophone Emporium,,,,-2994,
2023-06-01T07:00:00.000Z,Spellbound Stationery,,,,-70500,
2023-06-02T07:00:00.000Z,Celestial Sundries,,,,900,
2023-06-02T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-1500,
2023-06-02T07:00:00.000Z,The Gramophone Emporium,,,,-2857,
2023-06-02T07:00:00.000Z,Silhouette Portrait Studio,,,,-3316,
2023-06-03T07:00:00.000Z,Elven Emporium,,,,-6256,
2023-06-03T07:00:00.000Z,The Crystal Radio Emporium,,,,-1549,
2023-06-03T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-2914,
2023-06-03T07:00:00.000Z,Cobblestone Apothecary,,,,-6019,
2023-06-05T07:00:00.000Z,The Jazz Age Jazz Club,,,,-509,
2023-06-06T07:00:00.000Z,Spellbound Stationery,,,,-509,
2023-06-06T07:00:00.000Z,The Gramophone Emporium,,,,-1776,
2023-06-07T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-1915,
2023-06-07T07:00:00.000Z,Belle Époque Boutique,,,,-624,
2023-06-07T07:00:00.000Z,Goblin Gadgets,,,,-364,
2023-06-07T07:00:00.000Z,Steampunk Sundries,,,,-1537,
2023-06-08T07:00:00.000Z,Antique Gramophone Records,,,,-5000,
2023-06-08T07:00:00.000Z,Celestial Sundries,,,,-7655,
2023-06-08T07:00:00.000Z,Grandfather’s Haberdashery,,,,-30000,
2023-06-08T07:00:00.000Z,Whimsical Wares,,,,-2067,
2023-06-09T07:00:00.000Z,Silhouette Portrait Studio,,,,-758,
2023-06-09T07:00:00.000Z,Silhouette Portrait Studio,,,,-1001,
2023-06-10T07:00:00.000Z,Cobblestone Apothecary,,,,-1523,
2023-06-11T07:00:00.000Z,Retro Soda Fountain,,,,-400,
2023-06-11T07:00:00.000Z,The Carousel Toy Shop,,,,-1276,
2023-06-11T07:00:00.000Z,Stardust Supplies,,,,-2914,
2023-06-12T07:00:00.000Z,The Cobbler’s Corner,,,,-509,
2023-06-12T07:00:00.000Z,Witch’s Wardrobe,,,,-475,
2023-06-12T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-2407,
2023-06-12T07:00:00.000Z,Tin-Type Photography Studio,,,,-13303,
2023-06-13T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-2375,
2023-06-13T07:00:00.000Z,Lampshade & Lace Antiques,,,,-7288,
2023-06-14T07:00:00.000Z,Goblin Gadgets,,,,-509,
2023-06-14T07:00:00.000Z,Pandora’s Pantry,,,,131766,
2023-06-14T07:00:00.000Z,Arcane Alchemy,,,,-1884,
2023-06-15T07:00:00.000Z,The Velvet Emporium,,,,-3300,
2023-06-15T07:00:00.000Z,Steampunk Sundries,,,,-763,
2023-06-15T07:00:00.000Z,Goblin Gadgets,,,,-3206,
2023-06-15T07:00:00.000Z,Labyrinth Books,,,,-4628,
2023-06-15T07:00:00.000Z,Spellbound Stationery,,,,-6484,
2023-06-15T07:00:00.000Z,Mystic Market,,,,-10513,
2023-06-16T07:00:00.000Z,Labyrinth Books,,,,44900,
2023-06-16T07:00:00.000Z,Vintage Millinery,,,,-759,
2023-06-16T07:00:00.000Z,Elven Emporium,,,,-4128,
2023-06-16T07:00:00.000Z,Narnia Novelties,,,,-4349,
2023-06-16T07:00:00.000Z,Elven Emporium,,,,-15223,
2023-06-16T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-21376,
2023-06-17T07:00:00.000Z,Whimsical Wares,,,,-1615,
2023-06-17T07:00:00.000Z,The Brass Lantern Bookstore,,,,-7207,
2023-06-18T07:00:00.000Z,Art Nouveau Gallery,,,,-1732,
2023-06-18T07:00:00.000Z,The Penny Candy Shoppe,,,,-379,
2023-06-18T07:00:00.000Z,Witch’s Wardrobe,,,,-14198,
2023-06-18T07:00:00.000Z,Stardust Supplies,,,,-1228,
2023-06-19T07:00:00.000Z,The Prohibition Speakeasy,,,,-509,
2023-06-19T07:00:00.000Z,Gilded Gramophone Records,,,,-16488,
2023-06-19T07:00:00.000Z,Sorcerer’s Surplus,,,,-4485,
2023-06-19T07:00:00.000Z,The Penny Candy Shoppe,,,,11969,
2023-06-20T07:00:00.000Z,Wonderland Workshop,,,,15555,
2023-06-21T07:00:00.000Z,Cobblestone Apothecary,,,,-1895,
2023-06-22T07:00:00.000Z,Victorian Tea Parlor,,,,-2350,
2023-06-22T07:00:00.000Z,Victrola Phonograph Parlor,,,,-7405,
2023-06-22T07:00:00.000Z,Antique Gramophone Records,,,,-1098,
2023-06-23T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-509,
2023-06-23T07:00:00.000Z,The Gramophone Emporium,,,,-1895,
2023-06-23T07:00:00.000Z,Grandfather’s Haberdashery,,,,-2102,
2023-06-24T07:00:00.000Z,Whimsical Wares,,,,-4812,
2023-06-24T07:00:00.000Z,Timeless Treasures,,,,-1679,
2023-06-26T07:00:00.000Z,Goblin Gadgets,,,,-509,
2023-06-26T07:00:00.000Z,Goblin Gadgets,,,,-999,
2023-06-26T07:00:00.000Z,Pandora’s Pantry,,,,-2786,
2023-06-27T07:00:00.000Z,Antique Gramophone Records,,,,-509,
2023-06-27T07:00:00.000Z,Celestial Sundries,,,,-300,
2023-06-27T07:00:00.000Z,The Carousel Toy Shop,,,,-2456,
2023-06-27T07:00:00.000Z,Vintage Millinery,,,,-3068,
2023-06-28T07:00:00.000Z,Steampunk Sundries,,,,-9861,
2023-06-28T07:00:00.000Z,Tin-Type Photography Studio,,,,-977,
2023-06-28T07:00:00.000Z,Steampunk Sundries,,,,-4764,
2023-06-28T07:00:00.000Z,Atlantis Artifacts,,,,-12300,
2023-06-28T07:00:00.000Z,Pandora’s Pantry,,,,-2875,
2023-06-29T07:00:00.000Z,Vintage Millinery,,,,166093,
2023-06-29T07:00:00.000Z,Dragon’s Den,,,,-728,
2023-06-29T07:00:00.000Z,The Gramophone Emporium,,,,-2257,
2023-06-30T07:00:00.000Z,Dragon’s Den,,,,-822,
2023-06-30T07:00:00.000Z,Fable Finds,,,,-1107,
2023-06-30T07:00:00.000Z,Elven Emporium,,,,-3267,
2023-06-30T07:00:00.000Z,Goblin Gadgets,,,,-99,
2023-06-30T07:00:00.000Z,Sorcerer’s Surplus,,,,-1310,
2023-07-01T07:00:00.000Z,Vintage Perfumery,,,,-5500,
2023-07-01T07:00:00.000Z,Atlantis Artifacts,,,,156600,
2023-07-01T07:00:00.000Z,Pixie Potions,,,,-364,
2023-07-01T07:00:00.000Z,The Cobbler’s Corner,,,,-1215,
2023-07-01T07:00:00.000Z,Cobblestone Apothecary,,,,-1380,
2023-07-02T07:00:00.000Z,Wonderland Workshop,,,,-1549,
2023-07-02T07:00:00.000Z,Tin-Type Photography Studio,,,,50000,
2023-07-02T07:00:00.000Z,Fairy Tale Fabrics,,,,-309,
2023-07-02T07:00:00.000Z,Tin-Type Photography Studio,,,,-359,
2023-07-02T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-1001,
2023-07-02T07:00:00.000Z,Starship Salvage,,,,-1002,
2023-07-02T07:00:00.000Z,Phoenix Antiques,,,,-1199,
2023-07-03T07:00:00.000Z,The Gramophone Emporium,,,,-364,
2023-07-03T07:00:00.000Z,The Jazz Age Jazz Club,,,,-97700,
2023-07-03T07:00:00.000Z,Mystic Market,,,,-1228,
2023-07-03T07:00:00.000Z,Phoenix Antiques,,,,-2505,
2023-07-05T07:00:00.000Z,Timeless Treasures,,,,-728,
2023-07-06T07:00:00.000Z,Dragon’s Den,,,,7158,
2023-07-06T07:00:00.000Z,Stardust Supplies,,,,-728,
2023-07-06T07:00:00.000Z,The Edison Electric Emporium,,,,-3908,
2023-07-07T07:00:00.000Z,Atlantis Artifacts,,,,-3525,
2023-07-07T07:00:00.000Z,Elven Emporium,,,,-2008,
2023-07-08T07:00:00.000Z,Ethereal Elegance,,,,-7197,
2023-07-08T07:00:00.000Z,Narnia Novelties,,,,-364,
2023-07-08T07:00:00.000Z,Victorian Tea Parlor,,,,-690,
2023-07-08T07:00:00.000Z,Stardust Supplies,,,,-1949,
2023-07-08T07:00:00.000Z,Pandora’s Pantry,,,,-2373,
2023-07-09T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-663,
2023-07-09T07:00:00.000Z,Retro Soda Fountain,,,,-5843,
2023-07-09T07:00:00.000Z,Victorian Tea Parlor,,,,-1305,
2023-07-09T07:00:00.000Z,The Vaudeville Variety Store,,,,-2000,
2023-07-09T07:00:00.000Z,The Gramophone Emporium,,,,-1102,
2023-07-09T07:00:00.000Z,Belle Époque Boutique,,,,-2989,
2023-07-10T07:00:00.000Z,Timeless Treasures,,,,-364,
2023-07-10T07:00:00.000Z,Elven Emporium,,,,-1725,
2023-07-10T07:00:00.000Z,Gilded Gramophone Records,,,,-1318,
2023-07-11T07:00:00.000Z,Antique Gramophone Records,,,,-364,
2023-07-11T07:00:00.000Z,Art Nouveau Gallery,,,,-3177,
2023-07-12T07:00:00.000Z,Ethereal Elegance,,,,-364,
2023-07-12T07:00:00.000Z,Belle Époque Boutique,,,,132175,
2023-07-13T07:00:00.000Z,Goblin Gadgets,,,,-2123,
2023-07-14T07:00:00.000Z,The Crystal Radio Emporium,,,,-364,
2023-07-14T07:00:00.000Z,The Carousel Toy Shop,,,,-2971,
2023-07-14T07:00:00.000Z,Atlantis Artifacts,,,,-1119,
2023-07-14T07:00:00.000Z,Labyrinth Books,,,,-1002,
2023-07-14T07:00:00.000Z,Arcane Alchemy,,,,-1310,
2023-07-14T07:00:00.000Z,Steam-Powered Curiosities,,,,-1827,
2023-07-14T07:00:00.000Z,Pandora’s Pantry,,,,-5040,
2023-07-16T07:00:00.000Z,Phoenix Antiques,,,,-891,
2023-07-16T07:00:00.000Z,The Cobbler’s Corner,,,,-2562,
2023-07-17T07:00:00.000Z,The Crystal Radio Emporium,,,,-709,
2023-07-17T07:00:00.000Z,The Velvet Emporium,,,,-2094,
2023-07-18T07:00:00.000Z,The Jazz Age Jazz Club,,,,-2199,
2023-07-18T07:00:00.000Z,The Velvet Emporium,,,,-9274,
2023-07-19T07:00:00.000Z,Belle Époque Boutique,,,,-5189,
2023-07-19T07:00:00.000Z,Stardust Supplies,,,,-2845,
2023-07-20T07:00:00.000Z,Gryffin Goods,,,,-1107,
2023-07-21T07:00:00.000Z,Pixie Potions,,,,4277,
2023-07-21T07:00:00.000Z,Tin-Type Photography Studio,,,,-2772,
2023-07-22T07:00:00.000Z,Dragon’s Den,,,,-700,
2023-07-22T07:00:00.000Z,Art Nouveau Gallery,,,,-7340,
2023-07-23T07:00:00.000Z,The Gramophone Emporium,,,,-1032,
2023-07-23T07:00:00.000Z,The Penny Candy Shoppe,,,,-1827,
2023-07-23T07:00:00.000Z,Retro Soda Fountain,,,,-3609,
2023-07-24T07:00:00.000Z,Starship Salvage,,,,-1001,
2023-07-24T07:00:00.000Z,Pixie Potions,,,,-3542,
2023-07-24T07:00:00.000Z,Gilded Gramophone Records,,,,-1648,
2023-07-26T07:00:00.000Z,Labyrinth Books,,,,-200000,
2023-07-26T07:00:00.000Z,Enchanted Emporium,,,,-999,
2023-07-26T07:00:00.000Z,Mythical Merchants,,,,-2505,
2023-07-27T07:00:00.000Z,Pandora’s Pantry,,,,180255,
2023-07-27T07:00:00.000Z,The Vaudeville Variety Store,,,,-15953,
2023-07-27T07:00:00.000Z,The Jazz Age Jazz Club,,,,15223,
2023-07-27T07:00:00.000Z,Starship Salvage,,,,-1740,
2023-07-28T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-10799,
2023-07-29T07:00:00.000Z,Tin-Type Photography Studio,,,,-1079,
2023-07-29T07:00:00.000Z,Grandfather’s Haberdashery,,,,-7547,
2023-07-29T07:00:00.000Z,Witch’s Wardrobe,,,,-1752,
2023-07-30T07:00:00.000Z,Mythical Merchants,,,,-99,
2023-07-30T07:00:00.000Z,The Prohibition Speakeasy,,,,-1082,
2023-07-30T07:00:00.000Z,Fable Finds,,,,-1839,
2023-07-30T07:00:00.000Z,Victorian Tea Parlor,,,,-1054,
2023-07-31T07:00:00.000Z,Lampshade & Lace Antiques,,,,-800,
2023-07-31T07:00:00.000Z,Mystic Market,,,,-1700,
2023-07-31T07:00:00.000Z,The Brass Lantern Bookstore,,,,-2007,
2023-08-01T07:00:00.000Z,The Velvet Emporium,,,,-1787,
2023-08-02T07:00:00.000Z,The Cobbler’s Corner,,,,-1549,
2023-08-02T07:00:00.000Z,Lampshade & Lace Antiques,,,,-139500,
2023-08-02T07:00:00.000Z,Timeless Treasures,,,,-18780,
2023-08-03T07:00:00.000Z,Dreamweaver’s Delights,,,,-1949,
2023-08-03T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-2212,
2023-08-04T07:00:00.000Z,Narnia Novelties,,,,-364,
2023-08-04T07:00:00.000Z,The Edison Electric Emporium,,,,-1119,
2023-08-04T07:00:00.000Z,The Vaudeville Variety Store,,,,-1150,
2023-08-04T07:00:00.000Z,Retro Soda Fountain,,,,-4959,
2023-08-05T07:00:00.000Z,Tin-Type Photography Studio,,,,-2380,
2023-08-05T07:00:00.000Z,Victrola Phonograph Parlor,,,,-1827,
2023-08-05T07:00:00.000Z,Fairy Tale Fabrics,,,,-5895,
2023-08-06T07:00:00.000Z,The Velvet Emporium,,,,-4354,
2023-08-06T07:00:00.000Z,Steam-Powered Curiosities,,,,-1591,
2023-08-06T07:00:00.000Z,Gryffin Goods,,,,-1238,
2023-08-07T07:00:00.000Z,Mermaid Market,,,,-613,
2023-08-08T07:00:00.000Z,Mythical Merchants,,,,-1359,
2023-08-08T07:00:00.000Z,Steampunk Sundries,,,,-1280,
2023-08-09T07:00:00.000Z,The Prohibition Speakeasy,,,,129727,
2023-08-09T07:00:00.000Z,Victorian Tea Parlor,,,,-1500,
2023-08-09T07:00:00.000Z,Steampunk Sundries,,,,-1888,
2023-08-09T07:00:00.000Z,The Vaudeville Variety Store,,,,-3500,
2023-08-09T07:00:00.000Z,Celestial Sundries,,,,-5500,
2023-08-09T07:00:00.000Z,Pandora’s Pantry,,,,-8221,
2023-08-09T07:00:00.000Z,Labyrinth Books,,,,-1781,
2023-08-10T07:00:00.000Z,Grandfather’s Haberdashery,,,,-883,
2023-08-10T07:00:00.000Z,Celestial Sundries,,,,-3341,
2023-08-11T07:00:00.000Z,Starship Salvage,,,,-709,
2023-08-11T07:00:00.000Z,Grandfather’s Haberdashery,,,,-2406,
2023-08-11T07:00:00.000Z,Stardust Supplies,,,,-175,
2023-08-11T07:00:00.000Z,Ethereal Elegance,,,,-1150,
2023-08-11T07:00:00.000Z,Labyrinth Books,,,,-4142,
2023-08-11T07:00:00.000Z,Mermaid Market,,,,-4179,
2023-08-11T07:00:00.000Z,Enchanted Emporium,,,,-5000,
2023-08-12T07:00:00.000Z,Steam-Powered Curiosities,,,,-6000,
2023-08-12T07:00:00.000Z,Belle Époque Boutique,,,,-699,
2023-08-12T07:00:00.000Z,Dreamweaver’s Delights,,,,-1827,
2023-08-12T07:00:00.000Z,Mystic Market,,,,-2820,
2023-08-13T07:00:00.000Z,The Cobbler’s Corner,,,,-100,
2023-08-13T07:00:00.000Z,Belle Époque Boutique,,,,-475,
2023-08-13T07:00:00.000Z,Victorian Tea Parlor,,,,-888,
2023-08-14T07:00:00.000Z,The Vaudeville Variety Store,,,,-1003,
2023-08-14T07:00:00.000Z,Tin-Type Photography Studio,,,,-389,
2023-08-14T07:00:00.000Z,Steam-Powered Curiosities,,,,-773,
2023-08-14T07:00:00.000Z,Steampunk Sundries,,,,-3762,
2023-08-15T07:00:00.000Z,The Penny Candy Shoppe,,,,-883,
2023-08-15T07:00:00.000Z,Vintage Perfumery,,,,-2242,
2023-08-15T07:00:00.000Z,The Cobbler’s Corner,,,,-3762,
2023-08-15T07:00:00.000Z,Victrola Phonograph Parlor,,,,-1458,
2023-08-16T07:00:00.000Z,Elven Emporium,,,,-509,
2023-08-16T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-678,
2023-08-16T07:00:00.000Z,Sorcerer’s Surplus,,,,-354,
2023-08-16T07:00:00.000Z,The Cobbler’s Corner,,,,-1130,
2023-08-16T07:00:00.000Z,Labyrinth Books,,,,-1725,
2023-08-16T07:00:00.000Z,Retro Soda Fountain,,,,-3762,
2023-08-17T07:00:00.000Z,Cosmic Curiosities,,,,-758,
2023-08-18T07:00:00.000Z,Cobblestone Apothecary,,,,4222,
2023-08-18T07:00:00.000Z,The Gramophone Emporium,,,,-564,
2023-08-18T07:00:00.000Z,Narnia Novelties,,,,-1199,
2023-08-19T07:00:00.000Z,The Brass Lantern Bookstore,,,,-7206,
2023-08-19T07:00:00.000Z,Gryffin Goods,,,,-2597,
2023-08-19T07:00:00.000Z,Ethereal Elegance,,,,-1725,
2023-08-19T07:00:00.000Z,Phoenix Antiques,,,,-3368,
2023-08-20T07:00:00.000Z,Silhouette Portrait Studio,,,,-2818,
2023-08-20T07:00:00.000Z,Sorcerer’s Surplus,,,,-792,
2023-08-20T07:00:00.000Z,Cobblestone Apothecary,,,,-270,
2023-08-20T07:00:00.000Z,The Crystal Radio Emporium,,,,-4260,
2023-08-20T07:00:00.000Z,Art Nouveau Gallery,,,,-10542,
2023-08-21T07:00:00.000Z,Vintage Millinery,,,,-1673,
2023-08-21T07:00:00.000Z,Victorian Tea Parlor,,,,-2782,
2023-08-23T07:00:00.000Z,Pandora’s Pantry,,,,-663,
2023-08-23T07:00:00.000Z,Cosmic Curiosities,,,,-2576,
2023-08-23T07:00:00.000Z,Mermaid Market,,,,-3107,
2023-08-23T07:00:00.000Z,Cobblestone Apothecary,,,,-8266,
2023-08-24T07:00:00.000Z,Goblin Gadgets,,,,162080,
2023-08-24T07:00:00.000Z,The Jazz Age Jazz Club,,,,-1827,
2023-08-24T07:00:00.000Z,Cobblestone Apothecary,,,,-4260,
2023-08-24T07:00:00.000Z,Starship Salvage,,,,-888,
2023-08-25T07:00:00.000Z,The Penny Candy Shoppe,,,,-600,
2023-08-25T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-1951,
2023-08-25T07:00:00.000Z,Mystic Market,,,,-1686,
2023-08-26T07:00:00.000Z,The Velvet Emporium,,,,-1776,
2023-08-27T07:00:00.000Z,Spellbound Stationery,,,,-3666,
2023-08-27T07:00:00.000Z,Narnia Novelties,,,,-4000,
2023-08-27T07:00:00.000Z,Goblin Gadgets,,,,-5200,
2023-08-27T07:00:00.000Z,Pandora’s Pantry,,,,-1099,
2023-08-27T07:00:00.000Z,Goblin Gadgets,,,,-2668,
2023-08-27T07:00:00.000Z,Grandfather’s Haberdashery,,,,-1184,
2023-08-28T07:00:00.000Z,Belle Époque Boutique,,,,-100,
2023-08-28T07:00:00.000Z,Grandfather’s Haberdashery,,,,-10799,
2023-08-28T07:00:00.000Z,Retro Soda Fountain,,,,-663,
2023-08-28T07:00:00.000Z,Steampunk Sundries,,,,-898,
2023-08-28T07:00:00.000Z,Spellbound Stationery,,,,-2445,
2023-08-28T07:00:00.000Z,Dreamweaver’s Delights,,,,-4260,
2023-08-29T07:00:00.000Z,Pandora’s Pantry,,,,-99,
2023-08-29T07:00:00.000Z,Mythical Merchants,,,,-1184,
2023-08-30T07:00:00.000Z,Whimsical Wares,,,,-1193,
2023-08-30T07:00:00.000Z,The Carousel Toy Shop,,,,1500,
2023-08-30T07:00:00.000Z,Mythical Merchants,,,,-1800,
2023-08-30T07:00:00.000Z,Fairy Tale Fabrics,,,,-4260,
2023-08-30T07:00:00.000Z,Witch’s Wardrobe,,,,-1648,
2023-08-31T07:00:00.000Z,Elven Emporium,,,,-1440,
2023-08-31T07:00:00.000Z,The Edison Electric Emporium,,,,-1550,
2023-08-31T07:00:00.000Z,The Prohibition Speakeasy,,,,-4178,
2023-09-01T07:00:00.000Z,Gryffin Goods,,,,-310,
2023-09-01T07:00:00.000Z,Fairy Tale Fabrics,,,,-600,
2023-09-01T07:00:00.000Z,Dragon’s Den,,,,-3397,
2023-09-01T07:00:00.000Z,Steam-Powered Curiosities,,,,-6225,
2023-09-01T07:00:00.000Z,Tin-Type Photography Studio,,,,-8055,
2023-09-02T07:00:00.000Z,Celestial Sundries,,,,-1549,
2023-09-02T07:00:00.000Z,Tin-Type Photography Studio,,,,-139500,
2023-09-02T07:00:00.000Z,Fairy Tale Fabrics,,,,-4000,
2023-09-02T07:00:00.000Z,Fairy Tale Fabrics,,,,-2027,
2023-09-03T07:00:00.000Z,Art Nouveau Gallery,,,,-100,
2023-09-04T07:00:00.000Z,Steam-Powered Curiosities,,,,-999,
2023-09-04T07:00:00.000Z,Starship Salvage,,,,-3996,
2023-09-04T07:00:00.000Z,Elven Emporium,,,,-663,
2023-09-04T07:00:00.000Z,Narnia Novelties,,,,-7350,
2023-09-05T07:00:00.000Z,Steampunk Sundries,,,,-100,
2023-09-05T07:00:00.000Z,Art Nouveau Gallery,,,,-1476,
2023-09-05T07:00:00.000Z,The Vaudeville Variety Store,,,,-3332,
2023-09-05T07:00:00.000Z,Timeless Treasures,,,,-4165,
2023-09-05T07:00:00.000Z,Belle Époque Boutique,,,,-4260,
2023-09-06T07:00:00.000Z,Phoenix Antiques,,,,-663,
2023-09-06T07:00:00.000Z,Art Nouveau Gallery,,,,-850,
2023-09-06T07:00:00.000Z,The Edison Electric Emporium,,,,-6885,
2023-09-06T07:00:00.000Z,Goblin Gadgets,,,,-17588,
2023-09-06T07:00:00.000Z,Steampunk Sundries,,,,-1019,
2023-09-07T07:00:00.000Z,Steam-Powered Curiosities,,,,102377,
2023-09-07T07:00:00.000Z,Art Nouveau Gallery,,,,-663,
2023-09-07T07:00:00.000Z,Mermaid Market,,,,-950,
2023-09-08T07:00:00.000Z,Cobblestone Apothecary,,,,-593,
2023-09-08T07:00:00.000Z,The Crystal Radio Emporium,,,,-1694,
2023-09-08T07:00:00.000Z,The Jazz Age Jazz Club,,,,841,
2023-09-08T07:00:00.000Z,Fairy Tale Fabrics,,,,9115,
2023-09-08T07:00:00.000Z,Timeless Treasures,,,,-1130,
2023-09-08T07:00:00.000Z,Witch’s Wardrobe,,,,-1150,
2023-09-08T07:00:00.000Z,Tin-Type Photography Studio,,,,-9115,
2023-09-08T07:00:00.000Z,Mermaid Market,,,,-17964,
2023-09-09T07:00:00.000Z,Sorcerer’s Surplus,,,,-1808,
2023-09-11T07:00:00.000Z,The Crystal Radio Emporium,,,,-1021,
2023-09-11T07:00:00.000Z,Gilded Gramophone Records,,,,-2970,
2023-09-11T07:00:00.000Z,Retro Soda Fountain,,,,-3000,
2023-09-11T07:00:00.000Z,Antique Gramophone Records,,,,-4796,
2023-09-11T07:00:00.000Z,The Carousel Toy Shop,,,,-5633,
2023-09-11T07:00:00.000Z,Mermaid Market,,,,-21579,
2023-09-12T07:00:00.000Z,Tin-Type Photography Studio,,,,-3680,
2023-09-13T07:00:00.000Z,Enchanted Emporium,,,,-588,
2023-09-14T07:00:00.000Z,Steampunk Sundries,,,,-10000,
2023-09-14T07:00:00.000Z,Art Nouveau Gallery,,,,-499,
2023-09-14T07:00:00.000Z,Phoenix Antiques,,,,-8369,
2023-09-15T07:00:00.000Z,Grandfather’s Haberdashery,,,,-1648,
2023-09-15T07:00:00.000Z,The Crystal Radio Emporium,,,,-829,
2023-09-16T07:00:00.000Z,Victrola Phonograph Parlor,,,,-1432,
2023-09-16T07:00:00.000Z,Ethereal Elegance,,,,-1378,
2023-09-17T07:00:00.000Z,Gryffin Goods,,,,-35970,
2023-09-18T07:00:00.000Z,Fable Finds,,,,-888,
2023-09-18T07:00:00.000Z,The Prohibition Speakeasy,,,,-8300,
2023-09-19T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-608,
2023-09-19T07:00:00.000Z,Goblin Gadgets,,,,-828,
2023-09-19T07:00:00.000Z,Grandfather’s Haberdashery,,,,-100,
2023-09-19T07:00:00.000Z,Narnia Novelties,,,,-663,
2023-09-20T07:00:00.000Z,Cosmic Curiosities,,,,-1827,
2023-09-20T07:00:00.000Z,Atlantis Artifacts,,,,-2935,
2023-09-21T07:00:00.000Z,Pandora’s Pantry,,,,165042,
2023-09-21T07:00:00.000Z,Antique Gramophone Records,,,,-364,
2023-09-21T07:00:00.000Z,Fable Finds,,,,-800,
2023-09-21T07:00:00.000Z,Belle Époque Boutique,,,,-1564,
2023-09-21T07:00:00.000Z,Sorcerer’s Surplus,,,,-3616,
2023-09-21T07:00:00.000Z,Victorian Tea Parlor,,,,-1184,
2023-09-22T07:00:00.000Z,The Brass Lantern Bookstore,,,,-663,
2023-09-23T07:00:00.000Z,Pixie Potions,,,,-2421,
2023-09-23T07:00:00.000Z,The Prohibition Speakeasy,,,,-7454,
2023-09-24T07:00:00.000Z,Sorcerer’s Surplus,,,,-3702,
2023-09-24T07:00:00.000Z,Silhouette Portrait Studio,,,,-1758,
2023-09-25T07:00:00.000Z,Pandora’s Pantry,,,,-949,
2023-09-25T07:00:00.000Z,Steam-Powered Curiosities,,,,-663,
2023-09-25T07:00:00.000Z,Cosmic Curiosities,,,,-1796,
2023-09-25T07:00:00.000Z,Mermaid Market,,,,-210,
2023-09-25T07:00:00.000Z,The Velvet Emporium,,,,-1840,
2023-09-25T07:00:00.000Z,Elven Emporium,,,,-2369,
2023-09-26T07:00:00.000Z,Narnia Novelties,,,,-1099,
2023-09-26T07:00:00.000Z,Belle Époque Boutique,,,,-8350,
2023-09-26T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-1254,
2023-09-27T07:00:00.000Z,Atlantis Artifacts,,,,-100,
2023-09-27T07:00:00.000Z,The Crystal Radio Emporium,,,,-949,
2023-09-28T07:00:00.000Z,Arcane Alchemy,,,,9635,
2023-09-28T07:00:00.000Z,Belle Époque Boutique,,,,-10799,
2023-09-28T07:00:00.000Z,Belle Époque Boutique,,,,-4857,
2023-09-28T07:00:00.000Z,The Gramophone Emporium,,,,-981,
2023-09-29T07:00:00.000Z,Goblin Gadgets,,,,-613,
2023-09-29T07:00:00.000Z,Belle Époque Boutique,,,,-888,
2023-09-29T07:00:00.000Z,Atlantis Artifacts,,,,-99,
2023-09-30T07:00:00.000Z,The Prohibition Speakeasy,,,,-1208,
2023-10-01T07:00:00.000Z,The Carousel Toy Shop,,,,-4348,
2023-10-01T07:00:00.000Z,Timeless Treasures,,,,-2977,
2023-10-01T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-3368,
2023-10-02T07:00:00.000Z,Goblin Gadgets,,,,-1549,
2023-10-02T07:00:00.000Z,Mystic Market,,,,-1388,
